0.143968	0.000028	0.014958	0.000029	0.000101	0.207868	0.032984	0.007726	0.000764	0.000166	0.011527	0.000956	0.000060	0.000000	0.000007	0.002309	0.002969	0.000035	0.000035	0.000000	0.000025	0.000000	0.000000	0.000876	0.000066	0.000003	0.000135	0.000078	0.000001	0.002225	0.000008	0.000147	0.000182	0.000097	0.000019	0.007001	0.001891	0.000208	0.000054	0.000020	0.003660	0.005781	0.000000	0.000001	0.000001	0.000000	0.000000	0.000009	0.000016	0.000000	0.000008	0.000093	0.000015	0.000016	0.000022	0.001797	0.000000	0.000020	0.000000	0.001008	0.000811	0.000238	0.000680	0.003181	0.033091	0.000809	0.000255	0.000789	0.001540	0.000095	0.000342	0.000017	0.000360	0.001200	0.000000	0.000208
0.000491	0.270689	0.000091	0.001271	0.000798	0.000552	0.000023	0.000000	0.000671	0.000369	0.001299	0.078702	0.019680	0.000280	0.000142	0.000583	0.000003	0.000444	0.000332	0.000138	0.000224	0.000000	0.000202	0.000208	0.000091	0.000408	0.008183	0.000935	0.000004	0.003604	0.000043	0.000034	0.000164	0.000497	0.000001	0.001399	0.000455	0.000220	0.000050	0.000018	0.000187	0.000005	0.000053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000590	0.000070	0.000000	0.000000	0.000001	0.000205	0.000002	0.000000	0.000000	0.000067	0.000337	0.000002	0.000014	0.002666	0.000004	0.000063	0.000010	0.000011	0.000000	0.000062	0.000078	0.000000	0.000046	0.000630	0.000000	0.000942
0.000002	0.000030	0.024289	0.000000	0.000000	0.001763	0.000001	0.000000	0.000000	0.000000	0.000015	0.000003	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000022	0.000000	0.000002	0.000000	0.000000	0.000105	0.000003	0.000000	0.000000	0.000000	0.000342	0.000435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000036	0.000000	0.000000	0.000000	0.000000	0.000000	0.000008	0.000001	0.000002	0.000000	0.000000	0.000002	0.000005	0.000011	0.000005	0.000035	0.000000	0.000007	0.000010	0.000000	0.000015
0.003432	0.001273	0.000336	0.000393	0.000275	0.001223	0.000598	0.000104	0.000329	0.000221	0.000398	0.000427	0.003615	0.000009	0.032254	0.006178	0.000029	0.000778	0.008147	0.041806	0.000108	0.000280	0.000031	0.000122	0.000008	0.000244	0.000082	0.000133	0.000031	0.078900	0.000425	0.001721	0.001521	0.000020	0.000124	0.000006	0.000015	0.000022	0.000001	0.000038	0.000147	0.000075	0.000000	0.000000	0.000000	0.000000	0.000030	0.000587	0.000029	0.000160	0.000197	0.000080	0.000178	0.000068	0.000023	0.000405	0.000009	0.000204	0.000510	0.000015	0.000123	0.000119	0.000103	0.000041	0.000035	0.000031	0.000025	0.000030	0.000042	0.000061	0.000216	0.000142	0.000078	0.000029	0.000050	0.000101
0.000596	0.001065	0.000015	0.068843	0.101754	0.000068	0.000006	0.000010	0.000064	0.000055	0.000188	0.000026	0.000111	0.000030	0.010028	0.019144	0.000195	0.000881	0.053860	0.004475	0.000634	0.000264	0.000926	0.000386	0.000067	0.000437	0.000225	0.000238	0.000204	0.032877	0.000026	0.004581	0.000442	0.007385	0.000023	0.000247	0.000016	0.000591	0.000000	0.000225	0.000074	0.000020	0.000003	0.000001	0.000000	0.000000	0.000000	0.000000	0.000267	0.000000	0.000002	0.000254	0.000020	0.000074	0.002742	0.000526	0.000000	0.000000	0.000000	0.000782	0.000000	0.000000	0.000035	0.011392	0.003281	0.000532	0.000121	0.000014	0.000090	0.000024	0.000989	0.000000	0.000241	0.000870	0.000000	0.000797
0.140032	0.003448	0.046732	0.000018	0.000188	0.188201	0.049296	0.000075	0.003210	0.000778	0.003887	0.000219	0.000496	0.000217	0.000595	0.000514	0.000575	0.000189	0.000055	0.000001	0.000033	0.000063	0.000129	0.000409	0.000020	0.000022	0.002184	0.000226	0.000520	0.000219	0.000047	0.001790	0.000811	0.000253	0.000389	0.015743	0.020029	0.000144	0.000765	0.000291	0.058654	0.142060	0.000038	0.000013	0.000001	0.000158	0.000521	0.000831	0.001099	0.004070	0.000160	0.000561	0.001087	0.000609	0.000221	0.001000	0.000245	0.000814	0.000001	0.000245	0.003266	0.002935	0.000567	0.011032	0.002408	0.001630	0.004281	0.002442	0.030154	0.001425	0.000359	0.000072	0.004244	0.109926	0.000111	0.003204
0.000176	0.000079	0.000332	0.000218	0.000378	0.001264	0.041718	0.000008	0.000053	0.000643	0.000881	0.000023	0.000657	0.000158	0.000464	0.001162	0.000067	0.000266	0.000179	0.000313	0.000254	0.000026	0.000380	0.000648	0.000040	0.000106	0.000105	0.000022	0.000152	0.000055	0.000199	0.000370	0.000160	0.000271	0.000511	0.002855	0.001104	0.000380	0.001721	0.000201	0.007408	0.076372	0.000061	0.000039	0.000005	0.000228	0.000155	0.000294	0.001061	0.000366	0.000262	0.000018	0.000411	0.000359	0.000093	0.000450	0.000026	0.000082	0.000002	0.000365	0.000294	0.000177	0.000207	0.000270	0.000091	0.000637	0.000824	0.000128	0.000268	0.000265	0.000101	0.000050	0.000429	0.000002	0.000028	0.000316
0.000000	0.000000	0.000000	0.000004	0.000007	0.000002	0.000001	0.016445	0.000101	0.000091	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000005	0.000070	0.000000	0.000002	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000001	0.000044	0.000000	0.000806	0.003932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000	0.000006	0.000000	0.000004	0.000000	0.000000	0.000000	0.000004	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000008	0.000000	0.000020
0.000004	0.000206	0.000210	0.000141	0.000156	0.000080	0.000009	0.000039	0.103294	0.100517	0.010506	0.000122	0.000304	0.000186	0.000018	0.000199	0.000043	0.003685	0.000181	0.000006	0.000041	0.000029	0.000070	0.000287	0.001864	0.000381	0.009662	0.000380	0.000023	0.000019	0.000018	0.000230	0.000047	0.000077	0.000024	0.000695	0.000375	0.000075	0.000064	0.000033	0.001271	0.000303	0.000012	0.000014	0.000000	0.000003	0.000002	0.000004	0.000009	0.000010	0.000000	0.000024	0.000005	0.000003	0.000019	0.000233	0.000011	0.000105	0.000000	0.000109	0.000022	0.000019	0.000035	0.000113	0.000053	0.000146	0.000012	0.000031	0.000019	0.000077	0.000340	0.000026	0.000014	0.002005	0.000000	0.000671
0.000020	0.000652	0.000283	0.000483	0.000194	0.000146	0.000078	0.000299	0.000604	0.029304	0.000736	0.000270	0.000120	0.000042	0.000092	0.000135	0.000263	0.000172	0.000525	0.000682	0.000361	0.000050	0.000313	0.000264	0.000131	0.000743	0.000290	0.000376	0.000505	0.000228	0.000250	0.000201	0.000502	0.000193	0.000326	0.000242	0.000073	0.000226	0.000193	0.000912	0.000246	0.000248	0.000029	0.000373	0.000004	0.000017	0.000018	0.000015	0.000265	0.000000	0.000001	0.000152	0.000008	0.000030	0.000059	0.000271	0.000045	0.000009	0.000043	0.000784	0.000127	0.000300	0.001746	0.000522	0.000081	0.000813	0.000024	0.000101	0.000089	0.000191	0.000237	0.000029	0.005663	0.000809	0.000022	0.000627
